Zip,HOMEM,LA/RO,FORD,BUICK,CHEVR,DODGE,PORSC,INTER,ME/BE,JEEP,GMC,BMW,POLAR,KAWAS,HA/DA,VOLKS,CHRYS,VOLVO,LINCO,CADIL,NISSA,YAMAH,HONDA,TOYOT,AUDI,SUBAR,CA/ON,TESLA,MAZDA,FREIG,MITSU,LEXUS,HYUND,KIA,RAM,INFIN,ACURA,Median Income Per Person
11791,13,301,1238,88,907,203,471,90,1525,1150,263,1497,25,35,73,424,97,376,149,292,936,69,1999,1888,669,768,11,950,517,89,42,984,558,228,279,195,675,190347.0
13068,50,4,527,38,686,166,1,7,23,213,151,58,28,31,45,87,58,41,13,30,269,35,446,540,20,390,79,10,73,3,24,16,131,93,124,5,10,78125.0
11435,0,98,1591,62,676,288,22,29,539,661,201,533,1,21,24,214,115,77,83,132,1692,43,2688,3102,169,321,2,187,325,76,117,552,583,277,81,290,383,76915.0
14131,83,5,824,108,1303,186,0,9,19,243,290,30,83,44,152,67,74,14,26,37,141,48,241,323,14,133,50,5,43,7,11,17,82,77,157,9,9,82348.0
12303,83,47,2317,239,2505,530,51,57,367,1038,629,569,117,68,281,475,254,161,106,221,1633,110,3467,2627,196,1040,122,97,399,28,224,329,847,1100,370,215,271,77917.0
14471,34,3,359,44,418,88,8,10,8,130,109,25,33,13,49,37,23,14,11,20,110,68,189,248,17,180,55,4,33,4,8,12,54,54,67,7,12,70528.0
12496,11,12,217,6,180,40,9,6,37,102,131,39,9,6,23,46,21,26,13,8,44,14,84,122,27,189,8,7,15,2,2,23,20,25,37,7,10,82917.0
12972,153,3,869,57,709,177,7,55,17,275,317,50,60,29,123,51,44,36,15,31,282,93,529,611,21,393,124,5,57,18,72,15,234,194,228,4,13,116563.0
13215,58,13,1090,124,1403,251,47,15,191,794,281,234,94,49,120,261,101,189,93,111,425,73,1214,1294,164,990,80,32,355,15,54,151,289,304,268,55,135,101754.0
13313,6,0,65,3,101,36,0,10,0,35,21,2,4,5,11,14,3,2,2,2,17,4,27,31,2,26,4,0,8,0,8,0,18,8,8,0,0,34476.0
12433,5,1,32,2,11,16,1,1,8,22,7,12,0,0,1,14,2,20,2,3,27,2,39,62,10,52,4,6,4,0,2,8,11,8,7,1,2,60707.0
14127,103,98,4116,526,3670,520,93,55,348,1803,1098,777,169,51,295,670,216,209,279,433,1023,187,1850,2330,314,1664,184,97,608,38,66,329,905,716,590,112,202,100953.0
11738,34,30,1342,76,1424,421,29,20,294,964,284,277,11,43,170,275,126,56,77,124,1200,58,1444,1388,137,414,26,93,326,37,98,178,1031,366,370,121,173,128728.0
12724,0,1,32,2,32,8,0,0,4,14,10,5,2,3,4,5,2,5,2,2,3,3,31,26,5,41,4,0,4,0,1,3,11,5,5,0,1,71216.0
14489,80,5,977,131,1302,288,5,39,15,299,277,22,67,36,106,65,105,19,31,50,260,50,273,362,15,179,93,4,57,23,43,17,133,177,182,5,8,62693.0
11778,34,17,1096,68,1043,300,22,11,164,818,218,159,17,31,167,245,103,54,68,88,724,57,1160,1164,87,465,11,67,227,5,70,127,656,284,277,64,109,114848.0
10918,16,24,1023,58,729,231,31,24,255,526,192,322,55,38,134,215,78,69,58,73,535,43,1200,1140,108,682,67,65,189,80,78,188,604,241,205,51,181,130148.0
14880,32,1,260,54,305,108,1,13,5,85,83,6,13,6,32,11,27,1,7,6,69,20,35,67,1,40,41,0,5,9,0,2,15,31,53,0,2,54028.0
14032,41,48,1151,191,1227,128,65,41,190,408,370,285,77,29,89,181,79,83,79,110,337,80,630,845,124,315,40,54,180,26,20,152,236,170,149,66,99,146667.0
12309,65,68,1840,201,1598,322,133,25,547,1035,400,838,62,54,154,681,245,283,109,229,1193,116,4283,3053,399,1741,74,203,523,54,162,448,773,922,278,194,303,119268.0
12771,53,18,1219,101,1088,463,11,25,101,711,253,136,50,82,156,193,137,55,68,55,584,59,982,1109,66,530,105,22,154,12,111,98,602,296,345,40,144,59141.0
10920,5,28,792,49,445,122,26,28,299,393,119,223,18,15,57,151,37,63,37,64,462,26,1147,958,152,505,11,78,209,19,14,202,355,181,145,31,136,138603.0
14469,66,5,864,82,1034,177,8,23,25,260,238,43,92,31,113,78,66,28,15,35,187,63,447,540,31,371,96,13,96,5,15,17,156,145,166,10,13,68472.0
13492,58,10,1200,107,1032,176,21,49,78,493,324,128,91,48,115,328,72,69,98,78,478,71,835,1204,99,537,83,23,246,61,97,47,474,268,198,22,60,86537.0
11731,37,112,2054,197,2336,528,96,70,737,1930,520,770,41,72,237,623,196,230,206,275,1455,117,3204,2353,381,1494,17,220,701,36,78,537,1215,647,516,217,476,151291.0
14052,85,50,2299,310,2060,350,56,48,146,882,710,292,139,44,231,458,132,154,101,176,496,122,1162,1461,154,1294,112,52,293,32,36,134,425,425,382,45,81,99178.0
14825,9,0,149,12,95,38,0,1,0,34,30,6,0,5,18,8,9,5,4,2,59,6,38,59,1,48,12,0,4,2,8,1,17,23,23,1,2,72159.0
12801,66,17,1069,119,1266,292,11,30,100,558,287,91,42,52,99,245,127,59,19,78,568,72,1323,1268,55,804,79,21,228,10,93,61,737,375,224,23,29,64665.0
14034,35,3,400,48,399,66,1,4,8,109,86,8,27,12,58,23,19,0,3,17,30,25,79,91,2,62,23,2,16,1,8,3,32,46,64,2,1,75389.0
14839,12,0,150,14,119,43,0,5,0,46,45,1,8,5,6,15,12,2,1,4,43,8,17,26,2,18,16,0,3,0,3,2,9,12,26,1,0,81250.0
11769,29,33,1078,57,758,149,33,69,195,594,154,204,25,18,90,169,74,72,86,114,483,56,771,985,96,307,3,47,209,19,22,156,440,206,243,61,150,122909.0
10473,2,96,1424,95,952,374,20,28,527,778,215,493,3,29,49,203,140,61,62,134,1446,51,2749,2465,148,312,1,84,262,55,183,348,742,396,85,186,555,51379.0
11968,51,410,1936,45,1584,199,279,44,871,1116,278,664,3,29,65,218,50,149,64,157,361,76,678,1030,404,333,15,165,141,58,38,309,210,95,246,25,71,142500.0
13658,52,2,322,52,617,127,0,21,4,130,122,7,132,13,50,17,38,15,15,6,51,45,87,141,2,67,72,0,9,5,15,3,27,18,116,1,0,67955.0
12726,9,1,169,14,159,44,4,11,11,67,44,12,9,2,34,19,6,5,4,4,51,6,68,104,9,74,21,0,14,14,10,9,57,18,45,0,2,70798.0
11530,11,307,1878,243,1183,250,268,92,1286,1622,535,1183,16,18,65,521,131,473,291,280,693,72,1999,1870,729,841,5,293,477,44,31,726,604,218,233,181,533,186300.0
13473,11,0,174,15,132,25,1,16,1,41,50,0,53,7,9,13,6,7,1,2,14,54,60,44,2,31,15,0,1,15,12,0,12,14,44,0,2,96563.0
12075,23,9,329,16,431,70,8,36,46,154,130,57,15,12,63,87,21,36,14,12,77,24,251,507,51,261,30,14,40,6,13,16,50,59,72,6,14,82014.0
11702,31,85,1076,102,1247,293,73,28,326,1104,241,398,25,40,109,353,96,132,132,125,622,124,1157,1060,159,530,5,89,278,6,31,194,514,271,304,73,194,134602.0
11951,66,24,1233,65,1202,482,9,11,166,778,246,168,16,69,142,162,174,27,70,99,966,76,1036,1017,61,226,25,25,181,11,111,95,767,317,226,83,96,99040.0
14731,14,4,243,22,240,51,7,19,16,102,84,21,9,6,25,36,15,16,18,4,33,11,54,100,27,96,23,5,22,13,5,11,26,32,63,1,9,64688.0
12413,18,5,436,17,457,111,2,31,33,147,140,37,11,22,90,55,35,17,21,26,139,30,227,201,8,254,28,4,21,10,15,9,110,115,51,13,10,56758.0
12920,43,1,388,47,392,102,1,14,5,110,152,9,37,8,41,16,24,11,2,11,70,67,130,152,4,123,60,1,6,11,19,2,79,61,76,2,9,67885.0
14062,73,1,590,62,715,189,2,15,5,214,120,12,59,23,94,43,38,6,11,21,74,43,89,224,5,124,89,2,21,5,6,10,49,69,171,6,4,66000.0
13027,172,38,2622,332,4659,698,79,60,263,1706,681,465,242,103,331,616,325,313,227,212,1476,216,2458,2693,250,1810,204,71,818,57,242,257,785,1167,713,126,195,88706.0
11746,78,458,4161,270,3799,1135,476,194,2634,3479,1088,2565,70,128,370,1182,326,531,460,683,3705,204,6856,6310,1124,1983,47,935,1378,89,238,1559,2016,852,876,523,1183,146150.0
14225,58,35,3520,641,5482,808,19,72,187,1617,903,204,61,62,293,417,369,91,203,258,1249,119,1445,2377,101,913,75,77,399,112,141,212,1056,1067,587,83,107,61630.0
14047,49,7,1058,97,919,162,12,5,28,372,181,40,70,14,103,61,59,19,52,57,170,55,229,378,18,236,50,8,62,5,22,27,139,145,126,7,14,72734.0
10314,25,220,4243,368,2723,897,203,69,2045,2669,867,1750,24,86,310,1208,417,361,675,575,4758,113,7057,7041,759,1656,16,537,1612,84,262,2119,3340,1571,621,746,922,103436.0
12434,19,0,104,12,162,37,4,2,7,27,49,0,1,1,16,10,2,5,3,2,25,3,47,36,2,38,16,0,5,0,3,2,17,13,13,0,1,46612.0
11950,52,29,1509,59,1382,565,13,12,202,846,271,232,14,62,117,189,144,34,75,108,1280,73,1563,1567,70,262,25,34,225,13,99,159,900,352,296,142,156,96165.0
12534,82,46,1626,86,1507,339,36,175,193,646,409,260,68,50,152,338,164,129,66,84,624,58,1169,2071,146,1040,151,63,166,17,40,119,348,353,229,36,93,72331.0
14467,31,1,824,149,1231,180,13,87,54,288,251,87,38,31,89,121,99,37,32,51,427,61,889,1063,59,514,45,25,201,117,40,119,244,222,131,28,50,83750.0
11937,72,526,2862,51,2391,357,367,110,1032,1624,441,991,11,49,95,378,97,233,78,152,748,63,1326,2439,569,663,24,232,263,54,66,403,334,191,343,42,145,114290.0
14801,67,0,708,97,833,309,1,26,9,268,228,17,14,14,68,38,91,11,28,32,253,38,156,246,8,206,82,2,27,19,48,4,128,87,196,3,5,59803.0
14172,26,4,459,70,776,88,3,9,15,143,178,18,33,26,68,57,38,5,21,24,107,42,139,203,13,90,32,3,20,4,4,13,64,43,84,8,8,75288.0
12763,6,1,83,2,102,31,3,0,20,36,15,22,4,5,20,15,4,7,4,8,48,9,64,86,5,41,6,2,13,3,5,9,21,20,33,2,9,34231.0
12027,26,3,521,40,359,57,11,7,30,163,123,60,27,7,52,109,41,21,16,21,149,44,678,376,53,255,35,15,62,2,39,32,75,80,68,16,31,106439.0
12910,45,2,314,19,270,92,0,14,0,88,104,5,25,8,34,14,15,5,5,5,73,33,102,124,2,73,34,2,11,4,26,1,62,45,64,0,0,58304.0
12018,73,7,941,59,1088,152,11,17,53,407,227,136,94,40,143,181,50,56,30,44,288,70,774,707,71,590,58,21,158,5,38,51,182,209,181,22,40,123025.0
11949,69,71,1816,72,1340,327,45,17,299,933,354,321,48,69,202,299,119,100,107,170,753,147,1272,1216,144,437,24,130,245,20,53,206,767,293,450,84,139,125926.0
13340,66,12,926,83,1018,254,9,48,68,355,287,97,109,36,127,185,67,79,60,62,298,54,522,602,52,311,93,9,111,18,96,35,308,156,203,13,23,66775.0
13856,63,2,691,87,1039,273,2,21,36,252,329,41,52,74,119,70,88,15,19,37,260,56,341,475,22,461,86,9,35,15,39,21,144,146,193,8,12,46840.0
11971,59,40,828,26,512,254,48,15,176,653,159,187,4,32,47,131,99,70,40,59,171,51,501,632,82,274,18,47,77,15,9,93,115,58,287,20,54,104720.0
14891,49,3,590,55,537,219,9,19,12,288,116,35,20,20,50,41,78,31,30,20,263,78,187,334,25,240,75,4,26,28,38,13,124,85,161,4,8,55259.0
14221,108,193,4226,951,5057,840,228,54,928,2140,1132,1331,119,70,242,1070,442,417,394,669,1948,172,3866,5066,550,2588,88,262,965,73,149,1049,1757,1308,520,301,489,96266.0
12521,8,8,192,8,220,54,11,9,26,92,55,33,9,4,32,37,9,24,6,13,55,20,131,204,28,178,27,7,20,8,5,8,33,37,32,6,8,86500.0
14903,51,6,841,76,978,209,10,39,45,317,274,70,25,36,85,73,105,37,43,56,632,48,402,562,30,308,107,15,61,39,87,28,273,140,153,19,23,64528.0
12123,61,3,706,36,757,152,8,45,35,254,187,69,47,31,101,118,58,20,18,28,194,58,440,485,33,309,35,12,86,5,32,13,140,169,135,12,24,103611.0
11520,68,248,2499,168,1994,691,141,119,1192,1504,469,1292,13,67,131,440,218,125,164,390,2586,183,4693,4530,420,654,11,141,495,86,178,907,1113,498,455,457,735,110152.0
13409,24,0,300,26,409,90,1,16,8,139,119,9,60,19,47,43,24,7,6,13,69,35,108,193,5,79,49,1,17,8,33,1,46,41,104,3,2,67313.0
12804,208,37,2582,268,2906,491,72,91,248,1202,809,362,169,140,331,507,237,135,61,267,1100,219,3079,2701,244,1805,325,78,426,50,102,198,1280,722,634,48,107,87589.0
10968,2,15,108,5,48,18,20,4,82,99,10,104,1,1,10,76,3,33,7,19,61,14,169,212,69,189,2,37,62,0,2,56,51,43,25,7,25,138456.0
14411,139,4,1438,225,2785,405,4,134,25,473,612,33,83,49,197,76,147,30,40,73,269,74,388,579,21,290,172,9,101,44,63,31,169,215,242,16,26,49320.0
14218,53,17,2163,272,2036,401,7,17,75,791,443,81,55,39,177,153,167,32,103,143,530,56,673,1293,45,394,56,15,185,99,87,129,428,396,296,44,71,49347.0
14092,48,19,1109,275,1668,252,28,28,132,617,329,161,73,32,126,197,132,62,114,150,398,71,593,909,78,384,52,32,133,7,21,185,343,231,231,42,54,67250.0
14812,64,2,458,51,487,167,0,25,8,213,131,11,27,16,70,28,39,5,16,16,201,64,129,242,8,203,87,7,28,3,39,2,90,46,137,4,9,63854.0
11572,41,125,2176,212,1941,476,105,46,801,1713,607,722,15,59,174,570,229,254,187,349,1762,189,2457,2244,398,847,8,189,724,176,99,688,1259,590,444,275,485,134615.0
14432,53,3,786,90,895,142,1,40,11,220,200,28,58,25,96,53,67,10,12,36,168,56,306,415,19,174,85,10,62,22,16,8,178,153,116,11,9,77004.0
14883,40,2,504,24,482,137,4,11,21,140,126,29,24,16,50,70,36,47,7,22,228,51,316,435,11,302,75,3,36,1,31,10,98,77,114,1,9,68556.0
12090,33,5,651,31,653,122,4,49,23,223,143,46,36,24,70,91,34,28,12,19,244,35,536,516,50,452,35,5,49,12,41,17,144,127,113,11,12,74375.0
11223,1,248,1198,90,842,302,150,21,975,924,165,1041,5,28,43,336,203,363,128,190,1517,45,2286,3669,366,364,3,417,567,135,76,1328,755,306,158,274,442,61356.0
13452,75,2,722,33,763,176,1,27,11,250,120,19,121,17,103,63,64,13,12,21,171,50,246,218,17,118,60,1,36,11,26,10,99,89,128,4,4,59167.0
11790,25,64,868,63,686,178,67,19,345,719,156,375,6,27,61,255,66,165,49,90,575,37,1317,1258,208,757,8,164,325,18,31,361,463,252,197,116,197,145545.0
12569,21,15,1008,58,933,225,24,33,176,441,245,240,51,39,140,163,50,90,41,74,449,77,1559,826,120,713,44,52,177,11,24,72,300,170,223,16,178,105037.0
12979,38,2,275,32,313,52,4,6,13,63,100,21,8,5,22,17,19,14,6,8,74,14,156,192,15,91,19,0,16,2,21,6,98,52,31,1,17,45375.0
12936,6,3,79,2,77,32,2,6,8,33,29,10,1,1,10,15,8,17,0,1,19,7,52,74,13,60,8,2,5,6,3,0,11,9,31,0,0,71154.0
13076,38,1,323,31,550,108,1,11,8,123,88,12,85,22,73,54,38,8,7,15,78,36,120,135,9,64,46,4,33,5,27,2,55,59,93,2,4,76250.0
11747,9,167,1190,92,1053,218,240,101,1095,1093,280,981,27,28,77,368,81,268,151,243,886,50,1632,1374,531,669,3,442,438,324,48,810,763,253,423,205,460,147013.0
12538,41,19,1061,113,1042,340,33,35,163,599,309,228,68,48,143,231,113,63,58,106,675,71,1615,1104,85,954,63,28,226,16,25,82,485,290,289,45,184,83288.0
12542,38,15,543,48,522,200,18,30,93,315,155,125,26,31,74,133,61,55,52,73,373,32,629,526,60,328,40,23,108,17,28,65,212,169,204,17,106,110047.0
10512,53,57,1900,139,2029,577,66,63,486,1416,596,617,77,101,300,531,177,208,93,194,997,134,3459,2363,385,2403,89,116,415,79,68,326,1081,445,527,86,363,115656.0
14209,7,23,345,67,420,91,14,4,69,230,73,112,4,6,5,124,38,58,39,51,190,11,288,423,64,331,5,23,97,3,19,65,142,116,20,17,28,48991.0
11561,18,174,1816,189,1358,351,167,39,688,2034,362,771,18,40,125,678,177,307,196,233,1704,144,2394,2232,475,1198,10,136,752,28,72,585,1289,545,311,196,357,130046.0
14750,50,9,522,53,579,150,14,28,39,241,109,49,19,28,56,42,42,22,25,38,113,44,306,447,27,311,51,11,42,1,15,26,165,120,147,9,23,66250.0
10308,7,68,1329,139,1093,383,55,3,532,1149,305,537,10,40,134,462,118,119,280,240,1821,59,2090,1920,186,612,6,168,641,8,81,617,1371,609,273,274,267,122647.0
13111,37,1,256,23,346,81,0,15,3,97,60,7,41,17,46,17,29,2,5,6,48,31,53,64,5,49,42,1,18,3,13,1,24,25,64,2,1,49250.0
12190,21,1,113,7,142,25,5,10,2,49,29,10,29,7,42,11,10,5,4,4,29,20,42,78,3,36,10,0,11,1,4,1,18,21,36,0,1,53977.0
11710,36,120,2180,254,1996,672,162,46,922,2091,527,937,35,72,227,576,274,229,237,387,2011,267,2937,2613,436,1047,8,283,878,33,122,816,1447,588,556,344,680,167039.0
12056,22,5,301,18,434,86,2,25,24,127,110,26,28,12,63,36,17,12,7,30,97,21,253,208,16,133,28,2,36,5,10,15,63,76,76,9,14,103750.0
13693,14,0,99,12,92,28,0,3,7,27,21,4,28,11,10,15,9,1,2,3,20,12,37,71,5,29,27,1,3,2,7,3,19,24,31,0,2,49844.0
13775,19,6,188,13,237,59,1,8,14,83,67,7,12,13,16,21,19,13,7,7,79,15,121,198,10,132,32,4,15,13,6,7,48,22,51,1,5,76420.0
12921,37,1,557,19,319,52,1,59,8,75,97,20,24,13,39,36,24,15,2,13,83,44,190,190,3,118,32,1,7,105,28,3,82,58,67,3,12,92634.0
13734,27,0,291,33,298,122,0,3,2,114,59,8,8,3,35,24,29,13,11,14,140,9,92,177,2,115,38,1,12,6,15,0,59,50,81,2,4,70795.0
13654,35,0,223,41,441,98,0,20,2,110,93,6,53,10,43,12,29,1,3,3,28,22,76,103,1,60,54,0,9,3,11,2,23,31,82,2,1,61484.0
12057,15,0,244,11,213,49,0,13,11,70,42,27,14,9,26,28,13,13,3,4,67,18,170,172,7,124,23,2,17,6,14,4,49,23,32,2,2,70750.0
12193,24,2,343,11,369,67,2,8,10,105,101,30,38,19,79,45,25,7,7,19,89,22,168,166,8,180,31,2,22,3,21,10,45,69,68,2,4,76442.0
12544,3,1,44,0,20,7,0,1,1,2,8,1,0,0,0,2,9,1,0,1,5,1,7,73,0,12,3,0,1,1,0,0,3,3,0,0,0,
12159,15,41,473,43,452,72,49,12,210,301,104,350,24,15,45,202,37,160,32,61,292,41,1123,873,197,623,22,88,183,5,18,170,224,224,63,61,100,112031.0
12168,23,2,327,13,241,65,0,27,10,85,69,15,17,8,54,40,12,14,4,8,67,12,156,186,11,167,18,7,33,2,12,6,49,36,44,3,5,92644.0
12054,46,24,1042,93,936,193,38,18,177,527,190,446,64,24,103,501,135,219,46,63,589,51,2416,1941,183,1413,42,101,430,68,59,199,422,522,138,55,140,129901.0
12455,27,7,208,15,225,55,1,23,15,83,96,21,18,8,27,43,7,16,2,9,66,13,128,173,20,202,37,6,19,2,10,7,38,22,53,2,8,74274.0
12051,25,3,444,25,432,113,5,19,24,126,112,42,38,26,51,61,52,24,18,13,153,14,289,300,16,263,27,14,58,4,10,24,113,116,64,9,19,84107.0
12845,57,18,729,43,616,107,34,16,91,305,182,118,58,27,105,86,43,27,20,47,158,88,553,500,53,332,63,23,78,8,24,50,187,103,123,23,26,90625.0
13078,42,26,725,76,991,158,58,17,218,430,215,246,95,34,97,200,57,129,71,67,221,54,700,1036,160,680,72,80,214,22,32,142,193,173,151,44,89,115699.0
12189,43,21,1136,103,1221,225,14,23,186,600,260,249,18,35,126,287,116,64,62,85,914,47,1777,1375,115,520,41,70,200,35,133,174,509,548,165,108,159,57536.0
13357,78,5,937,104,1319,280,7,19,31,449,232,72,115,46,196,188,118,32,47,46,374,59,509,607,30,420,118,8,134,15,132,17,340,245,207,14,19,70342.0
11764,42,82,1205,52,1036,257,59,13,344,938,259,335,16,38,121,240,85,134,109,141,569,72,1049,1164,153,510,16,108,215,6,44,234,479,228,349,127,170,136360.0
10024,4,206,323,41,198,61,257,1,645,369,44,966,0,14,23,275,44,551,32,65,219,34,832,880,675,738,2,186,211,5,10,388,191,128,20,57,193,166994.0
12956,14,1,137,19,218,36,0,1,0,61,46,1,11,4,23,11,10,1,2,2,41,20,50,80,2,31,22,3,7,0,15,0,17,36,34,0,0,56824.0
10022,1,234,311,22,131,57,212,5,855,295,54,665,1,6,11,154,35,183,54,113,94,15,279,351,372,217,1,120,95,7,6,334,88,58,26,32,98,161236.0
13209,48,6,1188,166,1844,344,11,111,101,688,288,109,82,56,180,225,167,190,75,86,502,66,813,940,88,656,77,21,219,182,107,72,366,433,333,30,66,62134.0
13354,53,3,487,39,457,95,2,13,15,139,168,27,96,16,72,103,21,11,21,7,102,31,205,322,11,176,66,3,53,10,26,13,84,62,89,4,7,84781.0
14559,96,20,1822,379,3645,417,27,68,128,780,826,194,136,70,241,203,199,114,66,167,611,142,1415,1538,96,773,143,47,398,65,65,157,364,423,308,54,82,89939.0
10701,5,166,2492,142,1694,661,73,45,977,1676,407,1024,15,48,112,517,224,175,141,244,1922,81,5729,3711,420,1471,3,153,614,153,193,595,1049,765,260,254,980,60022.0
11782,41,64,1520,95,1223,265,42,11,242,945,248,289,26,27,94,365,86,142,105,103,646,63,1284,1421,165,657,13,86,307,4,35,222,589,351,345,98,228,143822.0
13425,22,2,282,30,285,80,1,16,3,81,93,8,24,7,41,53,24,11,5,10,55,24,86,144,13,86,27,2,13,8,19,2,47,37,69,3,1,62171.0
13165,140,7,1616,135,1723,464,8,82,30,496,333,41,82,45,150,122,166,21,39,65,520,65,458,655,40,259,183,5,72,72,50,25,283,263,298,11,20,64668.0
13212,63,15,1444,247,2659,543,22,42,106,1106,419,151,100,60,261,376,287,69,121,123,890,101,1152,1473,94,856,104,20,435,42,252,95,605,700,460,38,48,70748.0
13350,44,6,864,68,1197,259,6,28,38,353,181,53,82,26,136,153,86,23,49,40,326,34,454,571,36,285,84,9,100,41,96,24,252,174,169,10,25,61489.0
14527,162,5,1615,203,1849,408,15,81,29,501,516,102,57,40,139,107,131,59,46,85,315,172,525,814,43,495,234,15,93,18,22,61,230,226,283,15,37,62159.0
11762,11,66,1262,186,1447,461,77,14,424,1580,376,373,23,33,156,423,187,114,183,256,1346,70,2064,1675,225,866,7,111,551,22,60,351,1109,474,418,237,409,160139.0
12121,32,7,283,14,270,57,3,31,17,109,88,22,21,13,58,28,14,10,7,16,73,29,188,166,14,116,28,2,21,4,22,11,25,33,66,2,5,116250.0
12887,66,7,636,31,696,183,0,35,17,222,154,20,34,26,72,60,46,22,5,19,155,52,319,381,10,173,71,1,30,21,23,10,124,91,177,3,5,61094.0
14701,208,25,3906,350,3614,1085,15,77,115,1582,658,185,113,146,347,220,482,97,176,209,1273,112,1767,2229,70,1785,306,14,215,42,121,99,971,966,670,45,121,47435.0
11756,39,113,2699,227,2559,870,67,24,728,2397,476,722,35,70,330,646,393,154,182,375,2715,135,4555,3737,260,1287,14,359,822,44,166,661,2450,1065,638,287,594,141442.0
10990,63,70,2091,104,1239,407,88,38,370,1254,362,457,80,46,206,482,160,209,121,142,670,114,1739,1982,293,1494,116,122,379,18,100,267,986,345,457,71,211,121217.0
14139,23,2,407,36,373,110,6,8,12,110,138,31,36,7,55,44,16,13,9,25,68,31,104,186,7,156,35,1,39,2,4,5,49,54,69,2,1,80243.0
13850,102,18,1444,202,1820,358,40,70,211,636,480,437,72,57,160,301,193,166,91,159,978,62,1949,2931,133,1070,175,85,227,70,105,192,869,545,373,61,99,74621.0
11581,4,126,889,84,638,190,87,25,731,629,154,663,2,31,63,290,103,186,84,171,1213,35,2188,1936,314,457,5,233,399,34,57,608,810,215,99,268,404,135060.0
12029,12,9,171,3,134,20,5,5,15,53,30,30,6,10,24,33,9,22,8,1,59,2,74,123,35,137,17,6,22,1,4,4,22,16,14,1,4,95625.0
12758,21,15,466,28,499,152,6,10,30,241,130,50,68,27,50,83,35,20,22,22,153,50,232,304,37,278,60,5,43,15,24,25,131,59,130,10,16,58750.0
12781,1,0,18,1,26,16,0,1,1,13,5,0,1,1,2,5,1,0,0,2,13,2,12,17,0,6,1,0,1,0,2,0,11,5,9,0,1,61250.0
12117,56,1,403,27,595,130,5,40,24,190,107,37,93,40,99,42,42,13,12,27,202,81,200,273,25,101,45,2,25,9,14,11,53,75,93,5,10,63929.0
14043,71,20,2533,519,4311,607,21,36,107,1346,742,154,83,50,251,261,264,36,118,208,827,120,1055,1507,90,724,67,28,275,82,99,102,691,827,524,52,84,69673.0
13147,9,0,174,10,282,42,0,29,1,41,77,4,14,6,35,10,13,6,4,3,55,8,61,85,3,47,17,0,0,13,7,3,11,7,39,1,2,71083.0
14569,48,3,804,105,1297,218,4,39,12,353,230,25,58,21,88,58,89,15,18,41,157,88,225,426,11,182,42,3,46,26,25,11,70,120,174,6,11,57309.0
11706,113,168,4492,223,3725,1287,99,227,1142,2641,839,1210,43,119,270,790,376,206,342,434,4208,180,7781,7012,421,1168,32,182,916,204,285,719,2431,928,819,438,1142,110965.0
14777,20,0,96,9,118,35,0,2,3,28,28,5,12,5,8,8,6,4,2,0,13,12,27,43,0,15,12,1,6,0,4,4,21,11,31,0,2,52500.0
13039,80,17,1361,197,2372,433,38,86,133,1223,532,245,221,66,236,393,231,90,167,159,753,164,1072,1451,151,666,103,44,475,32,229,162,558,691,474,47,83,104541.0
12078,179,18,2270,166,2915,771,16,78,86,1124,483,157,252,101,408,248,311,55,68,105,1250,205,1053,1569,105,550,241,15,180,45,148,67,406,476,398,47,47,51756.0
13641,5,0,20,2,14,5,0,0,2,8,2,1,3,5,0,1,2,0,2,2,3,0,12,11,0,4,4,0,2,0,1,1,1,1,3,0,0,74038.0
13428,17,1,209,18,244,50,0,5,6,84,36,2,9,8,28,24,23,3,7,12,64,13,92,85,7,34,23,0,10,4,9,4,19,23,26,3,4,63839.0
12834,80,3,975,53,844,202,10,58,47,326,196,64,52,39,114,149,61,40,25,37,229,63,681,614,40,497,101,8,91,8,41,25,172,139,149,7,10,85050.0
12944,94,3,491,44,518,101,1,24,13,182,200,38,22,24,67,31,29,12,6,18,180,82,242,287,8,215,60,1,24,22,52,16,171,100,151,2,2,63977.0
14136,66,1,884,67,851,198,2,36,15,286,165,21,38,21,108,41,85,12,44,29,121,37,200,273,12,150,73,4,41,13,14,13,74,104,153,2,9,66411.0
11368,2,88,3114,48,1476,498,29,170,512,794,306,504,3,45,33,232,225,64,100,179,2103,113,4324,4309,190,316,4,163,398,270,182,478,677,327,215,239,627,69391.0
12205,73,92,2686,188,3077,494,42,160,320,1096,628,431,82,57,262,437,305,164,105,239,1637,86,3286,2500,187,1109,78,67,447,182,172,261,893,1141,557,129,207,87681.0
